Environment,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1,CartPole-v1
1134,280.0,27.0,111.0,500.0,438.0,405.0,500.0,500.0,199.0,500.0,269.0,493.0,500.0,500.0,9.0,347.0,9.0,500.0,500.0,500.0,500.0,329.0,500.0,500.0,9.0,500.0,114.0,146.0,500.0,201.0,500.0,500.0,91.0,500.0,347.0,206.0,280.0,10.0,500.0,234.0,500.0,500.0,500.0,9.0,114.0,500.0,302.0,500.0,500.0,500.0
1135,319.0,27.0,111.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,226.0,185.0,500.0,500.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,112.0,425.0,500.0,195.0,500.0,500.0,91.0,500.0,350.0,104.0,165.0,10.0,500.0,427.0,500.0,500.0,500.0,9.0,100.0,500.0,195.0,500.0,500.0,500.0
1136,311.0,27.0,111.0,500.0,500.0,472.0,500.0,370.0,199.0,500.0,238.0,311.0,500.0,500.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,203.0,500.0,500.0,9.0,500.0,114.0,138.0,500.0,186.0,500.0,500.0,99.0,500.0,350.0,203.0,251.0,10.0,500.0,279.0,500.0,500.0,500.0,9.0,134.0,500.0,295.0,500.0,500.0,500.0
1137,500.0,27.0,112.0,500.0,366.0,500.0,500.0,402.0,199.0,500.0,202.0,255.0,500.0,500.0,9.0,443.0,9.0,500.0,500.0,500.0,500.0,282.0,500.0,500.0,9.0,500.0,115.0,500.0,500.0,182.0,500.0,500.0,93.0,500.0,354.0,244.0,218.0,10.0,500.0,249.0,500.0,500.0,232.0,9.0,152.0,500.0,282.0,500.0,500.0,500.0
1138,443.0,27.0,111.0,500.0,446.0,335.0,500.0,500.0,199.0,500.0,205.0,441.0,500.0,500.0,9.0,274.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,114.0,500.0,500.0,180.0,500.0,500.0,95.0,500.0,345.0,123.0,183.0,10.0,500.0,332.0,500.0,500.0,137.0,9.0,402.0,500.0,123.0,500.0,500.0,500.0
1139,335.0,27.0,115.0,500.0,210.0,286.0,500.0,500.0,199.0,411.0,177.0,192.0,500.0,500.0,9.0,318.0,9.0,500.0,500.0,500.0,500.0,345.0,500.0,500.0,9.0,500.0,114.0,422.0,500.0,176.0,284.0,500.0,93.0,500.0,353.0,242.0,196.0,10.0,500.0,356.0,500.0,500.0,495.0,9.0,110.0,500.0,131.0,500.0,500.0,500.0
1140,500.0,27.0,115.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,190.0,150.0,500.0,500.0,9.0,238.0,9.0,500.0,500.0,500.0,500.0,250.0,500.0,500.0,9.0,500.0,116.0,500.0,500.0,174.0,418.0,500.0,93.0,500.0,350.0,154.0,209.0,10.0,500.0,383.0,500.0,500.0,450.0,9.0,331.0,500.0,327.0,500.0,500.0,500.0
1141,500.0,27.0,115.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,189.0,500.0,500.0,500.0,9.0,210.0,9.0,500.0,500.0,500.0,500.0,390.0,500.0,500.0,9.0,500.0,114.0,249.0,500.0,170.0,474.0,500.0,91.0,500.0,362.0,203.0,211.0,10.0,500.0,429.0,500.0,500.0,500.0,9.0,130.0,500.0,216.0,500.0,500.0,446.0
1142,148.0,27.0,116.0,500.0,500.0,335.0,500.0,500.0,199.0,500.0,163.0,235.0,500.0,500.0,9.0,268.0,9.0,500.0,500.0,500.0,500.0,314.0,500.0,500.0,9.0,500.0,113.0,467.0,500.0,168.0,485.0,500.0,93.0,500.0,354.0,120.0,245.0,10.0,500.0,273.0,500.0,500.0,500.0,9.0,192.0,500.0,500.0,500.0,500.0,476.0
1143,202.0,27.0,116.0,395.0,336.0,338.0,500.0,500.0,199.0,500.0,171.0,363.0,500.0,500.0,9.0,425.0,9.0,500.0,500.0,500.0,407.0,500.0,500.0,500.0,9.0,500.0,112.0,500.0,500.0,167.0,500.0,500.0,95.0,500.0,358.0,211.0,326.0,10.0,500.0,369.0,500.0,500.0,223.0,9.0,112.0,500.0,139.0,500.0,500.0,500.0
1144,500.0,27.0,116.0,500.0,345.0,500.0,500.0,500.0,199.0,500.0,162.0,380.0,500.0,500.0,9.0,396.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,112.0,426.0,500.0,165.0,500.0,60.0,97.0,500.0,368.0,463.0,194.0,10.0,500.0,389.0,500.0,500.0,400.0,9.0,40.0,500.0,315.0,500.0,500.0,242.0
1145,500.0,27.0,116.0,500.0,469.0,233.0,500.0,500.0,199.0,500.0,164.0,500.0,500.0,500.0,9.0,189.0,9.0,500.0,500.0,500.0,390.0,380.0,500.0,500.0,9.0,500.0,116.0,500.0,500.0,163.0,500.0,500.0,97.0,500.0,351.0,178.0,181.0,10.0,500.0,500.0,500.0,500.0,335.0,9.0,105.0,500.0,500.0,500.0,500.0,500.0
1146,500.0,27.0,116.0,500.0,437.0,151.0,500.0,500.0,199.0,500.0,170.0,452.0,500.0,500.0,9.0,215.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,116.0,237.0,500.0,161.0,500.0,500.0,95.0,500.0,363.0,148.0,229.0,10.0,500.0,301.0,500.0,500.0,500.0,9.0,149.0,500.0,500.0,500.0,500.0,311.0
1147,478.0,27.0,116.0,500.0,376.0,500.0,500.0,500.0,199.0,500.0,171.0,258.0,500.0,500.0,9.0,432.0,9.0,500.0,500.0,500.0,262.0,343.0,500.0,500.0,9.0,500.0,116.0,146.0,500.0,161.0,500.0,500.0,94.0,500.0,350.0,138.0,195.0,10.0,500.0,468.0,500.0,500.0,500.0,9.0,168.0,500.0,413.0,500.0,500.0,496.0
1148,462.0,27.0,116.0,500.0,500.0,412.0,500.0,500.0,199.0,500.0,171.0,315.0,500.0,500.0,9.0,500.0,9.0,500.0,500.0,500.0,162.0,500.0,500.0,500.0,9.0,500.0,116.0,251.0,500.0,159.0,258.0,500.0,94.0,500.0,374.0,144.0,215.0,10.0,500.0,361.0,500.0,500.0,470.0,9.0,134.0,500.0,500.0,500.0,500.0,500.0
1149,458.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,145.0,470.0,500.0,500.0,9.0,435.0,9.0,500.0,500.0,500.0,258.0,500.0,500.0,500.0,9.0,500.0,114.0,383.0,500.0,157.0,268.0,500.0,98.0,500.0,373.0,155.0,178.0,10.0,500.0,388.0,500.0,500.0,371.0,9.0,152.0,500.0,500.0,500.0,500.0,301.0
1150,500.0,27.0,116.0,500.0,500.0,332.0,500.0,500.0,199.0,171.0,183.0,500.0,500.0,500.0,9.0,484.0,9.0,500.0,500.0,500.0,158.0,481.0,500.0,500.0,9.0,500.0,117.0,318.0,500.0,155.0,500.0,500.0,108.0,500.0,374.0,279.0,186.0,10.0,500.0,466.0,500.0,500.0,119.0,9.0,155.0,500.0,500.0,500.0,500.0,387.0
1151,414.0,27.0,116.0,500.0,218.0,466.0,500.0,500.0,199.0,500.0,176.0,500.0,500.0,500.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,117.0,129.0,500.0,155.0,500.0,500.0,103.0,500.0,374.0,163.0,192.0,10.0,500.0,325.0,500.0,500.0,445.0,9.0,500.0,500.0,309.0,500.0,500.0,500.0
1152,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,490.0,163.0,205.0,500.0,500.0,9.0,197.0,9.0,500.0,500.0,500.0,446.0,500.0,500.0,500.0,9.0,500.0,117.0,328.0,500.0,157.0,215.0,500.0,103.0,500.0,376.0,111.0,196.0,10.0,500.0,500.0,500.0,500.0,240.0,9.0,187.0,500.0,303.0,500.0,500.0,468.0
1153,495.0,27.0,116.0,500.0,500.0,293.0,500.0,500.0,199.0,500.0,183.0,500.0,500.0,500.0,9.0,312.0,9.0,500.0,500.0,500.0,446.0,500.0,500.0,500.0,9.0,500.0,116.0,500.0,252.0,155.0,337.0,500.0,107.0,500.0,382.0,176.0,172.0,10.0,500.0,500.0,500.0,500.0,302.0,9.0,211.0,500.0,436.0,500.0,500.0,473.0
1154,357.0,27.0,116.0,500.0,500.0,270.0,500.0,500.0,199.0,500.0,169.0,285.0,500.0,500.0,9.0,289.0,9.0,500.0,500.0,500.0,404.0,500.0,500.0,500.0,9.0,500.0,116.0,500.0,500.0,150.0,499.0,500.0,103.0,500.0,376.0,141.0,181.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,186.0,500.0,500.0,500.0,500.0,397.0
1155,500.0,27.0,116.0,500.0,500.0,115.0,500.0,500.0,199.0,500.0,165.0,289.0,500.0,500.0,9.0,297.0,9.0,500.0,500.0,500.0,287.0,500.0,500.0,500.0,9.0,500.0,116.0,424.0,500.0,153.0,500.0,500.0,133.0,500.0,361.0,94.0,167.0,10.0,500.0,345.0,500.0,500.0,368.0,9.0,289.0,500.0,315.0,500.0,500.0,380.0
1156,270.0,27.0,116.0,500.0,447.0,351.0,500.0,500.0,199.0,500.0,203.0,397.0,500.0,500.0,9.0,425.0,9.0,500.0,500.0,500.0,500.0,275.0,500.0,500.0,9.0,500.0,114.0,455.0,500.0,148.0,165.0,500.0,132.0,500.0,378.0,181.0,192.0,10.0,500.0,443.0,500.0,500.0,500.0,9.0,334.0,500.0,299.0,500.0,500.0,500.0
1157,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,151.0,186.0,294.0,500.0,500.0,9.0,334.0,9.0,500.0,500.0,500.0,500.0,244.0,500.0,500.0,9.0,500.0,114.0,264.0,500.0,147.0,439.0,500.0,131.0,500.0,383.0,152.0,210.0,10.0,500.0,400.0,500.0,500.0,190.0,9.0,123.0,500.0,336.0,500.0,500.0,500.0
1158,182.0,27.0,116.0,500.0,399.0,270.0,500.0,500.0,199.0,500.0,159.0,500.0,500.0,500.0,9.0,139.0,9.0,500.0,500.0,500.0,412.0,280.0,500.0,500.0,9.0,500.0,116.0,201.0,500.0,147.0,480.0,500.0,111.0,500.0,374.0,372.0,187.0,10.0,500.0,430.0,500.0,500.0,412.0,9.0,187.0,500.0,500.0,500.0,500.0,500.0
1159,460.0,27.0,116.0,500.0,500.0,343.0,500.0,500.0,206.0,500.0,193.0,490.0,500.0,500.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,497.0,500.0,500.0,9.0,500.0,117.0,153.0,500.0,145.0,276.0,500.0,137.0,500.0,374.0,426.0,147.0,10.0,500.0,440.0,500.0,500.0,325.0,9.0,290.0,500.0,219.0,500.0,500.0,500.0
1160,469.0,27.0,116.0,500.0,498.0,469.0,500.0,500.0,199.0,186.0,187.0,500.0,500.0,500.0,9.0,450.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,117.0,144.0,500.0,149.0,500.0,500.0,143.0,500.0,379.0,339.0,169.0,10.0,500.0,499.0,500.0,500.0,485.0,9.0,500.0,500.0,275.0,500.0,500.0,500.0
1161,214.0,27.0,116.0,500.0,393.0,500.0,500.0,500.0,199.0,461.0,178.0,472.0,500.0,500.0,9.0,361.0,9.0,500.0,500.0,500.0,500.0,271.0,500.0,500.0,9.0,500.0,117.0,500.0,500.0,146.0,450.0,500.0,113.0,500.0,379.0,116.0,164.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,138.0,500.0,500.0,500.0,500.0,388.0
1162,421.0,27.0,116.0,500.0,320.0,388.0,500.0,500.0,199.0,373.0,205.0,361.0,500.0,500.0,9.0,312.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,116.0,500.0,363.0,144.0,271.0,500.0,119.0,500.0,395.0,328.0,177.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,253.0,500.0,352.0,500.0,500.0,363.0
1163,500.0,27.0,116.0,500.0,267.0,500.0,500.0,492.0,199.0,500.0,154.0,307.0,500.0,500.0,9.0,482.0,9.0,500.0,500.0,500.0,309.0,284.0,500.0,500.0,9.0,500.0,117.0,344.0,500.0,144.0,326.0,500.0,140.0,500.0,385.0,344.0,183.0,10.0,500.0,472.0,500.0,500.0,213.0,9.0,264.0,500.0,345.0,500.0,500.0,290.0
1164,433.0,27.0,116.0,495.0,277.0,500.0,500.0,475.0,199.0,500.0,179.0,261.0,500.0,500.0,9.0,324.0,9.0,500.0,500.0,500.0,500.0,350.0,500.0,500.0,9.0,500.0,117.0,500.0,500.0,144.0,340.0,500.0,141.0,500.0,390.0,355.0,173.0,10.0,500.0,500.0,500.0,500.0,345.0,9.0,222.0,500.0,318.0,500.0,500.0,500.0
1165,352.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,183.0,368.0,500.0,500.0,9.0,209.0,9.0,500.0,500.0,500.0,288.0,410.0,500.0,500.0,9.0,500.0,116.0,153.0,500.0,143.0,84.0,500.0,113.0,500.0,406.0,214.0,200.0,10.0,500.0,432.0,500.0,500.0,500.0,9.0,198.0,500.0,372.0,500.0,500.0,287.0
1166,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,165.0,399.0,500.0,500.0,9.0,370.0,9.0,500.0,500.0,500.0,498.0,369.0,500.0,500.0,9.0,500.0,118.0,190.0,500.0,142.0,500.0,500.0,138.0,500.0,403.0,124.0,165.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,205.0,500.0,413.0,500.0,500.0,500.0
1167,500.0,27.0,116.0,500.0,500.0,500.0,500.0,486.0,199.0,276.0,186.0,332.0,500.0,500.0,9.0,306.0,9.0,500.0,500.0,500.0,431.0,430.0,500.0,500.0,9.0,500.0,116.0,329.0,500.0,143.0,477.0,500.0,144.0,500.0,407.0,198.0,179.0,10.0,500.0,500.0,500.0,500.0,428.0,9.0,291.0,500.0,500.0,500.0,500.0,446.0
1168,372.0,27.0,116.0,500.0,500.0,400.0,500.0,366.0,199.0,500.0,185.0,500.0,500.0,500.0,9.0,126.0,9.0,500.0,500.0,500.0,500.0,266.0,500.0,500.0,9.0,500.0,116.0,273.0,500.0,142.0,381.0,500.0,139.0,500.0,426.0,262.0,142.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,222.0,500.0,160.0,500.0,500.0,500.0
1169,199.0,27.0,116.0,467.0,500.0,390.0,500.0,450.0,199.0,500.0,183.0,490.0,500.0,500.0,9.0,500.0,9.0,500.0,500.0,500.0,409.0,348.0,500.0,500.0,9.0,500.0,114.0,356.0,500.0,143.0,310.0,500.0,140.0,500.0,418.0,206.0,150.0,10.0,500.0,500.0,500.0,500.0,267.0,9.0,75.0,500.0,451.0,500.0,500.0,500.0
1170,189.0,27.0,116.0,500.0,500.0,500.0,500.0,409.0,199.0,500.0,175.0,322.0,500.0,500.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,118.0,231.0,500.0,145.0,500.0,500.0,143.0,500.0,434.0,111.0,168.0,10.0,500.0,459.0,500.0,500.0,351.0,9.0,264.0,500.0,180.0,500.0,500.0,467.0
1171,368.0,27.0,116.0,500.0,500.0,155.0,500.0,352.0,199.0,500.0,169.0,449.0,500.0,500.0,9.0,301.0,9.0,500.0,500.0,500.0,396.0,500.0,500.0,500.0,9.0,500.0,118.0,407.0,500.0,144.0,500.0,500.0,114.0,500.0,424.0,126.0,143.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,223.0,500.0,500.0,500.0,500.0,198.0
1172,468.0,27.0,116.0,500.0,500.0,396.0,500.0,368.0,199.0,500.0,171.0,429.0,500.0,500.0,9.0,349.0,9.0,500.0,500.0,500.0,281.0,326.0,500.0,500.0,9.0,500.0,114.0,323.0,500.0,144.0,262.0,500.0,140.0,500.0,447.0,144.0,166.0,10.0,500.0,500.0,500.0,500.0,269.0,9.0,203.0,500.0,235.0,500.0,500.0,500.0
1173,500.0,27.0,116.0,500.0,500.0,363.0,500.0,377.0,199.0,500.0,168.0,405.0,500.0,500.0,9.0,426.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,115.0,500.0,500.0,145.0,500.0,500.0,143.0,500.0,459.0,212.0,184.0,10.0,500.0,500.0,500.0,500.0,423.0,9.0,259.0,500.0,253.0,500.0,500.0,500.0
1174,243.0,27.0,116.0,500.0,500.0,357.0,500.0,391.0,199.0,500.0,173.0,339.0,500.0,500.0,9.0,388.0,9.0,500.0,500.0,500.0,494.0,500.0,500.0,500.0,9.0,500.0,118.0,500.0,389.0,150.0,500.0,500.0,143.0,500.0,458.0,137.0,160.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,239.0,500.0,268.0,500.0,500.0,423.0
1175,500.0,27.0,116.0,500.0,500.0,500.0,500.0,456.0,199.0,500.0,183.0,396.0,500.0,500.0,9.0,82.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,114.0,203.0,500.0,148.0,303.0,500.0,143.0,500.0,458.0,170.0,181.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,242.0,500.0,381.0,500.0,500.0,500.0
1176,500.0,27.0,116.0,500.0,500.0,500.0,500.0,437.0,199.0,500.0,177.0,155.0,500.0,500.0,9.0,470.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,112.0,287.0,500.0,150.0,371.0,500.0,147.0,500.0,473.0,137.0,187.0,10.0,500.0,500.0,500.0,500.0,290.0,9.0,237.0,500.0,146.0,500.0,500.0,500.0
1177,306.0,27.0,116.0,500.0,500.0,436.0,500.0,372.0,199.0,500.0,169.0,500.0,500.0,500.0,9.0,201.0,9.0,500.0,500.0,500.0,425.0,297.0,500.0,500.0,9.0,500.0,118.0,500.0,500.0,152.0,163.0,500.0,123.0,500.0,477.0,234.0,173.0,10.0,500.0,500.0,500.0,500.0,347.0,9.0,133.0,500.0,167.0,500.0,500.0,427.0
1178,380.0,27.0,116.0,500.0,500.0,235.0,500.0,450.0,199.0,500.0,172.0,363.0,500.0,500.0,9.0,347.0,9.0,500.0,500.0,500.0,283.0,441.0,500.0,500.0,9.0,500.0,114.0,500.0,500.0,151.0,319.0,500.0,139.0,500.0,487.0,491.0,199.0,10.0,500.0,500.0,500.0,500.0,243.0,9.0,270.0,500.0,331.0,500.0,500.0,500.0
1179,500.0,27.0,116.0,500.0,500.0,174.0,500.0,500.0,199.0,500.0,158.0,196.0,500.0,500.0,9.0,306.0,9.0,500.0,500.0,500.0,280.0,500.0,500.0,500.0,9.0,500.0,114.0,436.0,500.0,153.0,500.0,500.0,146.0,500.0,490.0,413.0,150.0,10.0,500.0,500.0,500.0,500.0,372.0,9.0,200.0,500.0,270.0,500.0,500.0,363.0
1180,298.0,27.0,116.0,500.0,500.0,500.0,500.0,394.0,199.0,500.0,178.0,396.0,500.0,500.0,9.0,398.0,9.0,500.0,500.0,500.0,482.0,500.0,500.0,500.0,9.0,500.0,116.0,500.0,500.0,153.0,222.0,500.0,150.0,500.0,484.0,344.0,155.0,10.0,500.0,478.0,500.0,500.0,425.0,9.0,223.0,500.0,153.0,500.0,500.0,426.0
1181,150.0,27.0,116.0,500.0,500.0,500.0,500.0,451.0,199.0,500.0,150.0,340.0,500.0,492.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,116.0,453.0,500.0,154.0,500.0,500.0,149.0,500.0,489.0,289.0,163.0,10.0,500.0,500.0,500.0,500.0,414.0,9.0,337.0,500.0,264.0,500.0,500.0,371.0
1182,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,170.0,241.0,500.0,395.0,9.0,422.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,118.0,447.0,500.0,153.0,219.0,500.0,151.0,500.0,482.0,182.0,179.0,10.0,500.0,500.0,500.0,500.0,274.0,9.0,424.0,500.0,207.0,500.0,500.0,436.0
1183,500.0,27.0,116.0,500.0,500.0,289.0,500.0,500.0,199.0,500.0,152.0,500.0,500.0,451.0,9.0,500.0,9.0,500.0,500.0,500.0,202.0,254.0,500.0,500.0,9.0,500.0,116.0,500.0,500.0,151.0,500.0,500.0,131.0,500.0,499.0,231.0,157.0,10.0,500.0,500.0,500.0,500.0,331.0,9.0,334.0,500.0,183.0,500.0,500.0,500.0
1184,500.0,27.0,116.0,500.0,500.0,258.0,500.0,500.0,199.0,455.0,184.0,224.0,500.0,325.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,306.0,500.0,500.0,9.0,500.0,119.0,484.0,500.0,155.0,420.0,500.0,157.0,500.0,479.0,292.0,192.0,10.0,500.0,443.0,500.0,500.0,500.0,9.0,151.0,500.0,500.0,500.0,500.0,500.0
1185,500.0,27.0,116.0,500.0,500.0,262.0,403.0,500.0,199.0,500.0,141.0,409.0,500.0,399.0,9.0,251.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,117.0,345.0,500.0,156.0,306.0,500.0,157.0,500.0,475.0,123.0,192.0,10.0,500.0,500.0,500.0,500.0,481.0,9.0,121.0,500.0,500.0,438.0,500.0,370.0
1186,500.0,27.0,116.0,500.0,500.0,378.0,455.0,500.0,199.0,500.0,155.0,291.0,500.0,428.0,9.0,104.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,116.0,500.0,500.0,156.0,500.0,500.0,149.0,500.0,487.0,246.0,177.0,10.0,500.0,500.0,500.0,500.0,500.0,9.0,126.0,500.0,271.0,500.0,500.0,500.0
1187,200.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,165.0,500.0,500.0,327.0,9.0,167.0,9.0,500.0,500.0,500.0,500.0,257.0,500.0,500.0,9.0,500.0,113.0,210.0,500.0,159.0,277.0,500.0,162.0,500.0,482.0,123.0,189.0,10.0,500.0,491.0,500.0,500.0,500.0,9.0,223.0,500.0,500.0,500.0,500.0,500.0
1188,132.0,27.0,116.0,500.0,500.0,163.0,500.0,500.0,199.0,500.0,169.0,500.0,500.0,459.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,111.0,500.0,500.0,159.0,162.0,500.0,152.0,500.0,474.0,98.0,169.0,10.0,500.0,481.0,500.0,500.0,446.0,9.0,135.0,500.0,500.0,302.0,500.0,382.0
1189,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,166.0,500.0,500.0,418.0,9.0,346.0,9.0,500.0,500.0,500.0,442.0,500.0,500.0,500.0,9.0,500.0,113.0,500.0,500.0,161.0,456.0,500.0,164.0,500.0,475.0,68.0,173.0,10.0,500.0,500.0,500.0,500.0,306.0,9.0,343.0,500.0,312.0,493.0,500.0,369.0
1190,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,153.0,500.0,500.0,385.0,9.0,500.0,9.0,500.0,500.0,500.0,207.0,463.0,500.0,500.0,9.0,500.0,113.0,440.0,500.0,162.0,406.0,500.0,162.0,500.0,492.0,264.0,235.0,10.0,500.0,500.0,500.0,500.0,395.0,9.0,161.0,500.0,122.0,500.0,500.0,500.0
1191,500.0,27.0,116.0,500.0,500.0,241.0,500.0,500.0,199.0,500.0,151.0,254.0,500.0,436.0,9.0,500.0,9.0,500.0,500.0,500.0,498.0,489.0,500.0,500.0,9.0,500.0,113.0,244.0,500.0,162.0,500.0,500.0,168.0,500.0,482.0,111.0,162.0,10.0,500.0,408.0,500.0,500.0,411.0,9.0,119.0,500.0,306.0,472.0,500.0,500.0
1192,289.0,27.0,116.0,500.0,500.0,256.0,500.0,500.0,199.0,333.0,163.0,155.0,500.0,362.0,9.0,173.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,113.0,143.0,500.0,164.0,500.0,500.0,174.0,500.0,479.0,289.0,153.0,10.0,500.0,383.0,500.0,500.0,357.0,9.0,84.0,500.0,377.0,372.0,500.0,500.0
1193,193.0,27.0,116.0,500.0,500.0,295.0,500.0,500.0,199.0,500.0,165.0,500.0,500.0,330.0,9.0,257.0,9.0,500.0,500.0,500.0,500.0,369.0,500.0,470.0,9.0,500.0,115.0,182.0,204.0,166.0,488.0,500.0,166.0,500.0,495.0,286.0,193.0,10.0,500.0,401.0,500.0,500.0,500.0,9.0,215.0,500.0,145.0,274.0,500.0,500.0
1194,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,380.0,175.0,500.0,500.0,483.0,9.0,500.0,9.0,500.0,500.0,500.0,500.0,290.0,500.0,500.0,9.0,500.0,113.0,500.0,500.0,165.0,500.0,500.0,172.0,500.0,486.0,119.0,185.0,10.0,500.0,358.0,500.0,500.0,337.0,9.0,205.0,500.0,500.0,369.0,500.0,500.0
1195,405.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,170.0,266.0,500.0,375.0,9.0,392.0,9.0,500.0,500.0,500.0,358.0,500.0,500.0,500.0,9.0,500.0,116.0,500.0,500.0,167.0,500.0,500.0,171.0,500.0,481.0,187.0,158.0,10.0,500.0,425.0,500.0,500.0,449.0,9.0,346.0,500.0,383.0,407.0,500.0,441.0
1196,338.0,27.0,116.0,500.0,500.0,315.0,500.0,500.0,199.0,500.0,164.0,171.0,500.0,402.0,9.0,500.0,9.0,500.0,500.0,500.0,496.0,235.0,500.0,500.0,9.0,500.0,113.0,500.0,500.0,167.0,500.0,500.0,178.0,500.0,500.0,145.0,157.0,10.0,500.0,382.0,500.0,500.0,354.0,9.0,217.0,500.0,312.0,500.0,500.0,500.0
1197,500.0,27.0,116.0,500.0,500.0,208.0,500.0,500.0,199.0,500.0,165.0,339.0,500.0,500.0,9.0,464.0,9.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,9.0,500.0,116.0,233.0,500.0,167.0,500.0,500.0,182.0,500.0,500.0,365.0,178.0,10.0,500.0,500.0,500.0,500.0,340.0,9.0,245.0,500.0,254.0,386.0,500.0,500.0
1198,500.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,273.0,161.0,448.0,500.0,405.0,9.0,480.0,9.0,500.0,500.0,500.0,443.0,349.0,500.0,500.0,9.0,500.0,116.0,434.0,500.0,167.0,371.0,500.0,188.0,500.0,500.0,194.0,152.0,10.0,500.0,456.0,500.0,500.0,399.0,9.0,288.0,500.0,416.0,500.0,500.0,500.0
1199,184.0,27.0,116.0,500.0,500.0,500.0,500.0,500.0,199.0,500.0,154.0,212.0,500.0,500.0,9.0,358.0,9.0,500.0,500.0,500.0,456.0,353.0,500.0,500.0,9.0,500.0,116.0,345.0,500.0,169.0,500.0,500.0,195.0,500.0,500.0,293.0,190.0,10.0,500.0,335.0,500.0,500.0,500.0,9.0,394.0,500.0,500.0,500.0,500.0,500.0
